-3.691899	1.8974109	0.29848862
-0.7991651	3.976939	-14.824303
-3.5106146	4.5555344	7.8434467
-2.2315965	2.7093444	4.370972
0.4304576	3.155118	-16.64735
-4.496713	2.84688	10.151226
-1.5140538	3.3278835	-4.290287
-0.55729747	4.218247	-13.340996
-4.5436726	4.0417686	13.687003
-0.9518565	4.4708667	-6.260631
-0.5883289	4.7797966	-16.662031
-3.8123798	5.5715036	14.940217
-1.7720194	4.117182	-4.596482
-0.6018596	3.0178714	-13.385401
-3.8945389	4.287072	16.298897
-0.8285474	4.0022235	-16.941982
-2.6076448	5.084694	-4.0484834
-2.9656568	4.438534	15.851463
-0.84169716	2.7211206	-21.354893
-3.3964863	5.4921103	3.0892944
-3.4319725	3.7463949	10.59066
0.67163575	2.60425	-22.125053
-3.3760617	6.615386	6.277303
-1.9811821	4.211818	8.013135
0.36620092	2.765646	-20.073055
-4.8431334	5.010605	10.541782
-0.96481526	2.7932372	-2.523252
-0.7976848	3.4733675	-14.673693
-3.949718	5.069539	11.806398
-0.88271594	3.3091586	-7.7425213
-1.8629835	3.0083718	-8.219723
-4.5554366	3.7972589	11.340038
0.48715258	2.017166	-11.379264
-2.7371438	4.1241984	-0.17510986
0.5095749	0.5550637	7.4247074
-4.8305387	4.9436913	-11.823495
-2.4603739	4.246678	1.6410117
0.85063076	0.73843956	8.540344
-5.821435	6.270759	-16.389004
-1.1417906	5.0731683	7.0406733
-5.0817933	-0.02908039	7.8772855
-2.7351644	10.029576	-19.139803
0.26240516	3.5344934	16.846588
-6.841956	3.3965383	-14.806896
-2.9641829	7.169173	-0.4450426
3.581112	3.6426096	13.892283
-12.257627	3.7114153	-21.700005
2.7010667	7.360732	11.217302
-2.4209213	1.3862023	0.6858525
-10.153707	3.9037008	-12.343796
5.859705	7.050992	11.072926
-7.177877	-0.06887436	-6.127446
-5.756582	4.528164	-5.2796035
6.3212633	5.8369336	9.4088
-11.208936	-0.49165726	-11.993624
-1.7597375	5.571398	0.086595535
5.467175	5.1544	9.936275
-12.807245	-0.24871016	-14.147338
0.25338066	7.283647	2.7957048
1.3159038	2.0479717	5.4662914
-10.786329	1.2331977	-12.050644
3.3467445	6.7017956	6.9195995
0.0717603	2.4382794	2.1900158
-11.123218	2.0691493	-13.089171
3.4044008	6.2573714	7.719274
-1.9512758	1.3368957	0.28326988
-8.503593	2.7048178	-10.787688
3.1020534	5.8391914	7.57607
-1.8538702	1.1325295	0.51168346
-10.812848	2.6883008	-11.906014
4.9718966	7.645138	9.628019
-3.642586	0.8479295	-1.8632488
-10.475435	3.3356721	-10.546125
6.8959703	8.424401	11.023865
-7.626256	-0.36607552	-6.7143145
-7.697029	4.576487	-5.116015
8.830322	7.148471	11.687778
-14.657699	-1.117321	-13.827553
-1.6404281	6.6795893	2.3406992
7.454627	6.0354023	8.542244
-16.84142	-1.146997	-14.625522
4.335802	8.577349	7.5920925
-0.9980314	2.2107785	0.59066916
-12.472749	1.3120503	-9.241777
7.0359874	7.9427075	8.950713
-7.1327686	0.28805208	-5.9221296
-7.7016816	3.7283797	-4.2979302
8.572507	6.989849	10.848018
-13.039511	-0.34119654	-11.776547
-1.9879699	5.4739223	1.128263
6.751618	5.1358404	8.886261
-13.441006	0.7895119	-13.286688
0.96103907	5.7586284	5.0300903
0.70193213	2.3727565	2.3094907
-8.906548	1.8878274	-7.9502993
3.7919977	5.1578746	6.241491
-4.1349654	1.3102007	-3.7197704
-7.042266	2.9501932	-4.3003063
6.4273353	5.7715936	8.564493
-9.023529	0.4193051	-8.203033
